"Identifier","CID","MolecularFormula","MolecularWeight","CanonicalSMILES","IsomericSMILES","InChI","InChIKey","IUPACName","ExactMass","MonoisotopicMass"
"MGDG O-28:0_18:2",164197192,"C55H104O9",909.4,"CCCCCCCCCCCCCCCCCCCCCCCCCCCCOCC(COC1C(C(C(C(O1)CO)O)O)O)OC(=O)CCCCCCCC=CCC=CCCCCC","CCCCCCCCCCCCCCCCCCCCCCCCCCCCOCC(COC1C(C(C(C(O1)CO)O)O)O)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","InChI=1S/C55H104O9/c1-3-5-7-9-11-13-15-17-19-20-21-22-23-24-25-26-27-28-29-31-33-35-37-39-41-43-45-61-47-49(48-62-55-54(60)53(59)52(58)50(46-56)64-55)63-51(57)44-42-40-38-36-34-32-30-18-16-14-12-10-8-6-4-2/h12,14,18,30,49-50,52-56,58-60H,3-11,13,15-17,19-29,31-48H2,1-2H3/b14-12-,30-18-","APGPQUCWPCDGHD-JNSJRJRWSA-N","[1-octacosoxy-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxypropan-2-yl] (9Z,12Z)-octadeca-9,12-dienoate",908.76803489,908.76803489
"MGDG O-28:0_18:1",164339594,"C55H106O9",911.4,"CCCCCCCCCCCCCCCCCCCCCCCCCCCCOCC(COC1C(C(C(C(O1)CO)O)O)O)OC(=O)CCCCCCCC=CCCCCCCCC","CCCCCCCCCCCCCCCCCCCCCCCCCCCCOCC(COC1C(C(C(C(O1)CO)O)O)O)OC(=O)CCCCCCC/C=C\CCCCCCCC","InChI=1S/C55H106O9/c1-3-5-7-9-11-13-15-17-19-20-21-22-23-24-25-26-27-28-29-31-33-35-37-39-41-43-45-61-47-49(48-62-55-54(60)53(59)52(58)50(46-56)64-55)63-51(57)44-42-40-38-36-34-32-30-18-16-14-12-10-8-6-4-2/h18,30,49-50,52-56,58-60H,3-17,19-29,31-48H2,1-2H3/b30-18-","MKCMPDJBPCIOQZ-YKQZZPSBSA-N","[1-octacosoxy-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxypropan-2-yl] (Z)-octadec-9-enoate",910.78368495,910.78368495
"TG 16:0_18:3_18:5",165233496,"C55H90O6",847.3,"CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCCC=CCC=CCC=CCC","CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC","InChI=1S/C55H90O6/c1-4-7-10-13-16-19-22-25-27-30-33-36-39-42-45-48-54(57)60-51-52(50-59-53(56)47-44-41-38-35-32-29-24-21-18-15-12-9-6-3)61-55(58)49-46-43-40-37-34-31-28-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-20,25-28,33,36,42,45,52H,4-6,9,12-15,18,21-24,29-32,34-35,37-41,43-44,46-51H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,27-25-,28-26-,36-33-,45-42-","JCFBYATXNVLIRW-FVKKVRNZSA-N","[1-hexadecanoyloxy-3-[(3Z,6Z,9Z,12Z,15Z)-octadeca-3,6,9,12,15-pentaenoyl]oxypropan-2-yl] (9Z,12Z,15Z)-octadeca-9,12,15-trienoate",846.67374059,846.67374059
"TG 16:3_16:3_20:2",165276442,"C55H90O6",847.3,"CCCCCC=CCC=CCCCCCCCCCC(=O)OCC(COC(=O)CCCCCC=CCC=CCC=CCC)OC(=O)CCCCCC=CCC=CCC=CCC","CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OCC(COC(=O)CCCCC/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCC/C=C\C/C=C\C/C=C\CC","InChI=1S/C55H90O6/c1-4-7-10-13-16-19-22-25-26-27-28-31-33-36-39-42-45-48-54(57)60-51-52(61-55(58)49-46-43-40-37-34-30-24-21-18-15-12-9-6-3)50-59-53(56)47-44-41-38-35-32-29-23-20-17-14-11-8-5-2/h8-9,11-12,16-21,25-26,29-30,32,34,52H,4-7,10,13-15,22-24,27-28,31,33,35-51H2,1-3H3/b11-8-,12-9-,19-16-,20-17-,21-18-,26-25-,32-29-,34-30-","PQZLYQDMXCBWHW-RWNJWWKLSA-N","2,3-bis[[(7Z,10Z,13Z)-hexadeca-7,10,13-trienoyl]oxy]propyl (11Z,14Z)-icosa-11,14-dienoate",846.67374059,846.67374059
"TG 16:1_16:1_20:5",165329057,"C55H92O6",849.3,"CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCCC=CCCCCCC","CCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\CCCCCC","InChI=1S/C55H92O6/c1-4-7-10-13-16-19-22-25-26-27-28-31-33-36-39-42-45-48-54(57)60-51-52(61-55(58)49-46-43-40-37-34-30-24-21-18-15-12-9-6-3)50-59-53(56)47-44-41-38-35-32-29-23-20-17-14-11-8-5-2/h7,10,16,19-21,23-26,28,31,36,39,52H,4-6,8-9,11-15,17-18,22,27,29-30,32-35,37-38,40-51H2,1-3H3/b10-7-,19-16-,23-20-,24-21-,26-25-,31-28-,39-36-","YLBALWIGKCTFIL-YUMJJSLASA-N","2,3-bis[[(Z)-hexadec-9-enoyl]oxy]propyl (5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoate",848.68939065,848.68939065
"TG 16:1_16:2_20:4",165282268,"C55H92O6",849.3,"CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCCC=CCC=CCCC","CCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\C/C=C\CCC","InChI=1S/C55H92O6/c1-4-7-10-13-16-19-22-25-26-27-28-31-33-36-39-42-45-48-54(57)60-51-52(61-55(58)49-46-43-40-37-34-30-24-21-18-15-12-9-6-3)50-59-53(56)47-44-41-38-35-32-29-23-20-17-14-11-8-5-2/h7,10,12,15-16,19-21,23-26,28,31,52H,4-6,8-9,11,13-14,17-18,22,27,29-30,32-51H2,1-3H3/b10-7-,15-12-,19-16-,23-20-,24-21-,26-25-,31-28-","QNVGQXKVFORZOW-PCOHIKBWSA-N","[2-[(9Z,12Z)-hexadeca-9,12-dienoyl]oxy-3-[(Z)-hexadec-9-enoyl]oxypropyl] (8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoate",848.68939065,848.68939065
"TG 16:1_18:1_18:5",165255161,"C55H92O6",849.3,"CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COC(=O)CC=CCC=CCC=CCC=CCC=CCC","CCCCCCCC/C=C\CCCCCCCC(=O)OC(COC(=O)CCCCCCC/C=C\CCCCCC)COC(=O)C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","InChI=1S/C55H92O6/c1-4-7-10-13-16-19-22-25-27-30-33-36-39-42-45-48-54(57)60-51-52(50-59-53(56)47-44-41-38-35-32-29-24-21-18-15-12-9-6-3)61-55(58)49-46-43-40-37-34-31-28-26-23-20-17-14-11-8-5-2/h7,10,16,19,21,24-28,33,36,42,45,52H,4-6,8-9,11-15,17-18,20,22-23,29-32,34-35,37-41,43-44,46-51H2,1-3H3/b10-7-,19-16-,24-21-,27-25-,28-26-,36-33-,45-42-","MJXQQTNMQQYICV-IIQKHOSTSA-N","[1-[(Z)-hexadec-9-enoyl]oxy-3-[(3Z,6Z,9Z,12Z,15Z)-octadeca-3,6,9,12,15-pentaenoyl]oxypropan-2-yl] (Z)-octadec-9-enoate",848.68939065,848.68939065
"TG 16:1_18:1_18:3",165194622,"C55H96O6",853.3,"CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COC(=O)CCCCCCCC=CCC=CCC=CCC","CCCCCCCC/C=C\CCCCCCCC(=O)OC(COC(=O)CCCCCCC/C=C\CCCCCC)COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC","InChI=1S/C55H96O6/c1-4-7-10-13-16-19-22-25-27-30-33-36-39-42-45-48-54(57)60-51-52(50-59-53(56)47-44-41-38-35-32-29-24-21-18-15-12-9-6-3)61-55(58)49-46-43-40-37-34-31-28-26-23-20-17-14-11-8-5-2/h7,10,16,19,21,24-28,52H,4-6,8-9,11-15,17-18,20,22-23,29-51H2,1-3H3/b10-7-,19-16-,24-21-,27-25-,28-26-","CDPGTJRMESRMBM-MAHFBRAOSA-N","[1-[(Z)-hexadec-9-enoyl]oxy-3-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxypropan-2-yl] (Z)-octadec-9-enoate",852.72069078,852.72069078
"TG 16:1_18:2_18:2",9544128,"C55H96O6",853.3,"CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC","CCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","InChI=1S/C55H96O6/c1-4-7-10-13-16-19-22-25-27-30-33-36-39-42-45-48-54(57)60-51-52(50-59-53(56)47-44-41-38-35-32-29-24-21-18-15-12-9-6-3)61-55(58)49-46-43-40-37-34-31-28-26-23-20-17-14-11-8-5-2/h16-17,19-21,24-28,52H,4-15,18,22-23,29-51H2,1-3H3/b19-16-,20-17-,24-21-,27-25-,28-26-","CQZAAIKPSLHIBC-BDMHOKOOSA-N","[3-[(Z)-hexadec-9-enoyl]oxy-2-[(9Z,12Z)-octadeca-9,12-dienoyl]oxypropyl] (9Z,12Z)-octadeca-9,12-dienoate",852.72069078,852.72069078
"PC O-28:3_20:4",165189732,"C56H100NO7P",930.4,"CCCCCCCC=CCC=CCC=CCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC=CCC=CCC=CCC=CCC","CCCCCCC/C=C\C/C=C\C/C=C\CCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC","InChI=1S/C56H100NO7P/c1-6-8-10-12-14-16-18-20-22-24-25-26-27-28-29-30-31-32-34-36-38-40-42-44-46-48-51-61-53-55(54-63-65(59,60)62-52-50-57(3,4)5)64-56(58)49-47-45-43-41-39-37-35-33-23-21-19-17-15-13-11-9-7-2/h9,11,15,17-18,20-21,23-25,27-28,35,37,55H,6-8,10,12-14,16,19,22,26,29-34,36,38-54H2,1-5H3/b11-9-,17-15-,20-18-,23-21-,25-24-,28-27-,37-35-","BJPVXZDPAYWASL-ZGJQAHNZSA-N","[2-[(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl]oxy-3-[(14Z,17Z,20Z)-octacosa-14,17,20-trienoxy]propyl] 2-(trimethylazaniumyl)ethyl phosphate",929.72374153,929.72374153
"TG 17:1_18:0_18:2",165256540,"C56H102O6",871.4,"CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCC)COC(=O)CCCCCCCC=CCC=CCCCCC","CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCC/C=C\CCCCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC","InChI=1S/C56H102O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-55(58)61-52-53(51-60-54(57)48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)62-56(59)50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h16,19,24-25,27-28,53H,4-15,17-18,20-23,26,29-52H2,1-3H3/b19-16-,27-24-,28-25-","MPOUUHBTLJXJJM-KPPLQTGTSA-N","[1-[(Z)-heptadec-9-enoyl]oxy-3-[(9Z,12Z)-octadeca-9,12-dienoyl]oxypropan-2-yl] octadecanoate",870.76764097,870.76764097
"TG 16:0_18:1_19:0",165272165,"C56H106O6",875.4,"CCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC","CCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC","InChI=1S/C56H106O6/c1-4-7-10-13-16-19-22-25-27-29-31-34-37-40-43-46-49-55(58)61-52-53(51-60-54(57)48-45-42-39-36-33-30-24-21-18-15-12-9-6-3)62-56(59)50-47-44-41-38-35-32-28-26-23-20-17-14-11-8-5-2/h26,28,53H,4-25,27,29-52H2,1-3H3/b28-26-","PACSSCZTAHFMSI-SGEDCAFJSA-N","[3-hexadecanoyloxy-2-[(Z)-octadec-9-enoyl]oxypropyl] nonadecanoate",874.7989411,874.7989411
"TG 15:0_16:3_22:6",165334977,"C56H90O6",859.3,"CCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCC=CCC=CCC=CCC","CCCCCCCCCCCCCCC(=O)OCC(COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCC/C=C\C/C=C\C/C=C\CC","InChI=1S/C56H90O6/c1-4-7-10-13-16-19-22-25-26-27-28-29-30-32-34-37-40-43-46-49-55(58)61-52-53(51-60-54(57)48-45-42-39-36-33-24-21-18-15-12-9-6-3)62-56(59)50-47-44-41-38-35-31-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-20,25-26,28-29,31-32,34-35,40,43,53H,4-6,9,12-15,18,21-24,27,30,33,36-39,41-42,44-52H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,26-25-,29-28-,34-32-,35-31-,43-40-","ZITVTOBUHYMMIF-KUMYQKGFSA-N","[2-[(7Z,10Z,13Z)-hexadeca-7,10,13-trienoyl]oxy-3-pentadecanoyloxypropyl] (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoate",858.67374059,858.67374059
"TG 13:0_20:4_20:4",164500676,"C56H92O6",861.3,"CCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCC=CCC=CCC=CCC=CCC","CCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC","InChI=1S/C56H92O6/c1-4-7-10-13-16-19-22-24-26-28-30-32-34-37-40-43-46-49-55(58)61-52-53(51-60-54(57)48-45-42-39-36-21-18-15-12-9-6-3)62-56(59)50-47-44-41-38-35-33-31-29-27-25-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-20,24-27,30-33,53H,4-6,9,12-15,18,21-23,28-29,34-52H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,26-24-,27-25-,32-30-,33-31-","ZGSCRXPOOHBCEN-ZHPZIBMJSA-N","[2-[(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl]oxy-3-tridecanoyloxypropyl] (8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoate",860.68939065,860.68939065
"TG 16:1_17:2_20:4",165301184,"C56H94O6",863.3,"CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCCC=CCC=CCCCC","CCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\C/C=C\CCCC","InChI=1S/C56H94O6/c1-4-7-10-13-16-19-22-25-27-28-29-32-34-37-40-43-46-49-55(58)61-52-53(51-60-54(57)48-45-42-39-36-33-30-24-21-18-15-12-9-6-3)62-56(59)50-47-44-41-38-35-31-26-23-20-17-14-11-8-5-2/h7,10,14,16-17,19,21,23-27,29,32,53H,4-6,8-9,11-13,15,18,20,22,28,30-31,33-52H2,1-3H3/b10-7-,17-14-,19-16-,24-21-,26-23-,27-25-,32-29-","UECXQRXMTPEJEU-FBHDWSGSSA-N","[2-[(9Z,12Z)-heptadeca-9,12-dienoyl]oxy-3-[(Z)-hexadec-9-enoyl]oxypropyl] (8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoate",862.70504071,862.70504071
"TG 16:0_17:1_20:4",165255246,"C56H98O6",867.4,"CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCCC=CCCCCCCC","CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\CCCCCCC","InChI=1S/C56H98O6/c1-4-7-10-13-16-19-22-25-27-28-29-32-34-37-40-43-46-49-55(58)61-52-53(51-60-54(57)48-45-42-39-36-33-30-24-21-18-15-12-9-6-3)62-56(59)50-47-44-41-38-35-31-26-23-20-17-14-11-8-5-2/h7,10,16,19,23,25-27,29,32,53H,4-6,8-9,11-15,17-18,20-22,24,28,30-31,33-52H2,1-3H3/b10-7-,19-16-,26-23-,27-25-,32-29-","MKFNWWQQOKWYSN-GNCZAUDQSA-N","[2-[(Z)-heptadec-9-enoyl]oxy-3-hexadecanoyloxypropyl] (8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoate",866.73634084,866.73634084
"TG 16:0_18:1_20:0",156589017,"C57H108O6",889.5,"CCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC","CCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC","InChI=1S/C57H108O6/c1-4-7-10-13-16-19-22-25-27-28-30-32-35-38-41-44-47-50-56(59)62-53-54(52-61-55(58)49-46-43-40-37-34-31-24-21-18-15-12-9-6-3)63-57(60)51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h26,29,54H,4-25,27-28,30-53H2,1-3H3/b29-26-","YWKYRFUPKVVPAH-WCTVFOPTSA-N","[3-hexadecanoyloxy-2-[(Z)-octadec-9-enoyl]oxypropyl] icosanoate",888.81459116,888.81459116
"PE 18:1_34:1",164470465,"C57H110NO8P",968.5,"CCCCCCCCCCC=CCCCCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN","CCCCCCCCCC/C=C\CCCCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(O)OCCN","InChI=1S/C57H110NO8P/c1-3-5-7-9-11-13-15-17-19-20-21-22-23-24-25-26-27-28-29-30-31-32-33-34-36-38-40-42-44-46-48-50-57(60)66-55(54-65-67(61,62)64-52-51-58)53-63-56(59)49-47-45-43-41-39-37-35-18-16-14-12-10-8-6-4-2/h18,20-21,35,55H,3-17,19,22-34,36-54,58H2,1-2H3,(H,61,62)/b21-20-,35-18-","WZSPEHMPOXYCTB-RNJIVARBSA-N","[1-[2-aminoethoxy(hydroxy)phosphoryl]oxy-3-[(Z)-octadec-9-enoyl]oxypropan-2-yl] (Z)-tetratriacont-23-enoate",967.79690646,967.79690646
"TG O-20:0_16:0_18:0",164292654,"C57H112O5",877.5,"CCCCCCCCCCCCCCCCCCCCOCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC","CCCCCCCCCCCCCCCCCCCCOCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC","InChI=1S/C57H112O5/c1-4-7-10-13-16-19-22-25-27-28-29-31-34-37-40-43-46-49-52-60-53-55(62-57(59)51-48-45-42-39-36-32-24-21-18-15-12-9-6-3)54-61-56(58)50-47-44-41-38-35-33-30-26-23-20-17-14-11-8-5-2/h55H,4-54H2,1-3H3","IVPSKYORBGLOPP-UHFFFAOYSA-N","(2-hexadecanoyloxy-3-icosoxypropyl) octadecanoate",876.85097667,876.85097667
"TG 16:0_16:3_22:6",165308232,"C57H92O6",873.3,"CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCC=CCC=CCC=CCC","CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCC/C=C\C/C=C\C/C=C\CC","InChI=1S/C57H92O6/c1-4-7-10-13-16-19-22-25-26-27-28-29-30-33-35-38-41-44-47-50-56(59)62-53-54(63-57(60)51-48-45-42-39-36-32-24-21-18-15-12-9-6-3)52-61-55(58)49-46-43-40-37-34-31-23-20-17-14-11-8-5-2/h7,9-10,12,16,18-19,21,25-26,28-29,32-33,35-36,41,44,54H,4-6,8,11,13-15,17,20,22-24,27,30-31,34,37-40,42-43,45-53H2,1-3H3/b10-7-,12-9-,19-16-,21-18-,26-25-,29-28-,35-33-,36-32-,44-41-","VFYQSMHSAUQPQQ-OLAFXUMUSA-N","[3-hexadecanoyloxy-2-[(7Z,10Z,13Z)-hexadeca-7,10,13-trienoyl]oxypropyl] (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoate",872.68939065,872.68939065
"TG 18:1_18:4_18:4",165259512,"C57H92O6",873.3,"CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCC=CCC=CCC=CCC=CCC)OC(=O)CCCCC=CCC=CCC=CCC=CCC","CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC","InChI=1S/C57H92O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-55(58)61-52-54(63-57(60)51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)53-62-56(59)50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h7,9-10,12,16,18-19,21,25-30,34,36-37,39,54H,4-6,8,11,13-15,17,20,22-24,31-33,35,38,40-53H2,1-3H3/b10-7-,12-9-,19-16-,21-18-,28-25-,29-26-,30-27-,37-34-,39-36-","NBLGVEXSURLOQW-GAXQOQACSA-N","2,3-bis[[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxy]propyl (Z)-octadec-9-enoate",872.68939065,872.68939065
"TG 16:1_18:2_20:5",165318608,"C57H94O6",875.4,"CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCCC=CCC=CCCCCC","CCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","InChI=1S/C57H94O6/c1-4-7-10-13-16-19-22-25-27-28-30-32-35-38-41-44-47-50-56(59)62-53-54(52-61-55(58)49-46-43-40-37-34-31-24-21-18-15-12-9-6-3)63-57(60)51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-21,24-27,29-30,32,38,41,54H,4-6,8-9,11-15,18,22-23,28,31,33-37,39-40,42-53H2,1-3H3/b10-7-,19-16-,20-17-,24-21-,27-25-,29-26-,32-30-,41-38-","WVSDNSFUOYSLDY-YSJMBLHXSA-N","[3-[(Z)-hexadec-9-enoyl]oxy-2-[(9Z,12Z)-octadeca-9,12-dienoyl]oxypropyl] (5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoate",874.70504071,874.70504071
"PC O-28:3_22:6",165297833,"C58H100NO7P",954.4,"CCCCCCCC=CCC=CCC=CCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC","CCCCCCC/C=C\C/C=C\C/C=C\CCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","InChI=1S/C58H100NO7P/c1-6-8-10-12-14-16-18-20-22-24-26-27-28-29-30-31-32-34-36-38-40-42-44-46-48-50-53-63-55-57(56-65-67(61,62)64-54-52-59(3,4)5)66-58(60)51-49-47-45-43-41-39-37-35-33-25-23-21-19-17-15-13-11-9-7-2/h9,11,15,17-18,20-21,23-24,26,28-29,33,35,39,41,45,47,57H,6-8,10,12-14,16,19,22,25,27,30-32,34,36-38,40,42-44,46,48-56H2,1-5H3/b11-9-,17-15-,20-18-,23-21-,26-24-,29-28-,35-33-,41-39-,47-45-","SWUPXYSSPZOVCS-VCPGPQHUSA-N","[2-[(4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoyl]oxy-3-[(14Z,17Z,20Z)-octacosa-14,17,20-trienoxy]propyl] 2-(trimethylazaniumyl)ethyl phosphate",953.72374153,953.72374153
"TG 17:1_18:1_20:4",165307871,"C58H100O6",893.4,"CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCC)COC(=O)CCCCCCC=CCC=CCC=CCC=CCC","CCCCCCCC/C=C\CCCCCCCC(=O)OC(COC(=O)CCCCCCC/C=C\CCCCCCC)COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC","InChI=1S/C58H100O6/c1-4-7-10-13-16-19-22-25-28-29-31-33-36-39-42-45-48-51-57(60)63-54-55(53-62-56(59)50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)64-58(61)52-49-46-43-40-37-34-30-26-23-20-17-14-11-8-5-2/h7,10,16,19,24-28,30-31,33,55H,4-6,8-9,11-15,17-18,20-23,29,32,34-54H2,1-3H3/b10-7-,19-16-,27-24-,28-25-,30-26-,33-31-","VESIATIIORKRNI-KEPULHKTSA-N","[3-[(Z)-heptadec-9-enoyl]oxy-2-[(Z)-octadec-9-enoyl]oxypropyl] (8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoate",892.75199091,892.75199091
